Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
45-49 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 18709
45-49 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 20561
45-49 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 22276
45-49 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 23662
45-49 ani, Total, Total, Harghita, Anul 2017, Numar persoane, 24846
45-49 ani, Total, Total, Harghita, Anul 2018, Numar persoane, 24271
45-49 ani, Total, Total, Harghita, Anul 2019, Numar persoane, 23466
45-49 ani, Total, Total, Harghita, Anul 2020, Numar persoane, 23375
45-49 ani, Total, Total, Harghita, Anul 2021, Numar persoane, 23545
45-49 ani, Total, Total, Harghita, Anul 2022, Numar persoane, 22664
45-49 ani, Total, Total, Harghita, Anul 2023, Numar persoane, 22971
45-49 ani, Total, Total, Mures, Anul 2012, Numar persoane, 29562
45-49 ani, Total, Total, Mures, Anul 2013, Numar persoane, 33197
45-49 ani, Total, Total, Mures, Anul 2014, Numar persoane, 37198
45-49 ani, Total, Total, Mures, Anul 2015, Numar persoane, 40404
45-49 ani, Total, Total, Mures, Anul 2016, Numar persoane, 43168
45-49 ani, Total, Total, Mures, Anul 2017, Numar persoane, 45021
45-49 ani, Total, Total, Mures, Anul 2018, Numar persoane, 43573
45-49 ani, Total, Total, Mures, Anul 2019, Numar persoane, 41903
45-49 ani, Total, Total, Mures, Anul 2020, Numar persoane, 41631
45-49 ani, Total, Total, Mures, Anul 2021, Numar persoane, 41230
45-49 ani, Total, Total, Mures, Anul 2022, Numar persoane, 40549
45-49 ani, Total, Total, Mures, Anul 2023, Numar persoane, 40790
45-49 ani, Total, Total, Sibiu, Anul 2012, Numar persoane, 21834
45-49 ani, Total, Total, Sibiu, Anul 2013, Numar persoane, 24222
45-49 ani, Total, Total, Sibiu, Anul 2014, Numar persoane, 26533
45-49 ani, Total, Total, Sibiu, Anul 2015, Numar persoane, 28627
45-49 ani, Total, Total, Sibiu, Anul 2016, Numar persoane, 30437
45-49 ani, Total, Total, Sibiu, Anul 2017, Numar persoane, 31951
45-49 ani, Total, Total, Sibiu, Anul 2018, Numar persoane, 30937
45-49 ani, Total, Total, Sibiu, Anul 2019, Numar persoane, 29659
45-49 ani, Total, Total, Sibiu, Anul 2020, Numar persoane, 29530
45-49 ani, Total, Total, Sibiu, Anul 2021, Numar persoane, 29491
45-49 ani, Total, Total, Sibiu, Anul 2022, Numar persoane, 28375
45-49 ani, Total, Total, Sibiu, Anul 2023, Numar persoane, 28723
45-49 ani, Total, Total, Bacau, Anul 2012, Numar persoane, 33079
45-49 ani, Total, Total, Bacau, Anul 2013, Numar persoane, 37653
45-49 ani, Total, Total, Bacau, Anul 2014, Numar persoane, 42201
45-49 ani, Total, Total, Bacau, Anul 2015, Numar persoane, 45607
45-49 ani, Total, Total, Bacau, Anul 2016, Numar persoane, 48018
45-49 ani, Total, Total, Bacau, Anul 2017, Numar persoane, 50112
45-49 ani, Total, Total, Bacau, Anul 2018, Numar persoane, 46634
45-49 ani, Total, Total, Bacau, Anul 2019, Numar persoane, 43032
45-49 ani, Total, Total, Bacau, Anul 2020, Numar persoane, 41693
45-49 ani, Total, Total, Bacau, Anul 2021, Numar persoane, 41351
45-49 ani, Total, Total, Bacau, Anul 2022, Numar persoane, 44375
45-49 ani, Total, Total, Bacau, Anul 2023, Numar persoane, 44653
45-49 ani, Total, Total, Botosani, Anul 2012, Numar persoane, 20632
45-49 ani, Total, Total, Botosani, Anul 2013, Numar persoane, 22902
45-49 ani, Total, Total, Botosani, Anul 2014, Numar persoane, 25728
45-49 ani, Total, Total, Botosani, Anul 2015, Numar persoane, 28377
45-49 ani, Total, Total, Botosani, Anul 2016, Numar persoane, 30721
45-49 ani, Total, Total, Botosani, Anul 2017, Numar persoane, 32799
45-49 ani, Total, Total, Botosani, Anul 2018, Numar persoane, 31898
45-49 ani, Total, Total, Botosani, Anul 2019, Numar persoane, 30586
45-49 ani, Total, Total, Botosani, Anul 2020, Numar persoane, 29917
45-49 ani, Total, Total, Botosani, Anul 2021, Numar persoane, 29542
45-49 ani, Total, Total, Botosani, Anul 2022, Numar persoane, 31159
45-49 ani, Total, Total, Botosani, Anul 2023, Numar persoane, 31076
45-49 ani, Total, Total, Iasi, Anul 2012, Numar persoane, 35607
45-49 ani, Total, Total, Iasi, Anul 2013, Numar persoane, 41424
45-49 ani, Total, Total, Iasi, Anul 2014, Numar persoane, 47915
45-49 ani, Total, Total, Iasi, Anul 2015, Numar persoane, 53026
45-49 ani, Total, Total, Iasi, Anul 2016, Numar persoane, 57145
45-49 ani, Total, Total, Iasi, Anul 2017, Numar persoane, 60714
45-49 ani, Total, Total, Iasi, Anul 2018, Numar persoane, 58747
45-49 ani, Total, Total, Iasi, Anul 2019, Numar persoane, 56644
45-49 ani, Total, Total, Iasi, Anul 2020, Numar persoane, 56530
45-49 ani, Total, Total, Iasi, Anul 2021, Numar persoane, 56963
45-49 ani, Total, Total, Iasi, Anul 2022, Numar persoane, 54530
45-49 ani, Total, Total, Iasi, Anul 2023, Numar persoane, 55154
45-49 ani, Total, Total, Neamt, Anul 2012, Numar persoane, 24727
45-49 ani, Total, Total, Neamt, Anul 2013, Numar persoane, 27933
45-49 ani, Total, Total, Neamt, Anul 2014, Numar persoane, 31586
45-49 ani, Total, Total, Neamt, Anul 2015, Numar persoane, 34453
45-49 ani, Total, Total, Neamt, Anul 2016, Numar persoane, 36816
45-49 ani, Total, Total, Neamt, Anul 2017, Numar persoane, 38593
45-49 ani, Total, Total, Neamt, Anul 2018, Numar persoane, 36439
45-49 ani, Total, Total, Neamt, Anul 2019, Numar persoane, 33982
45-49 ani, Total, Total, Neamt, Anul 2020, Numar persoane, 32814
45-49 ani, Total, Total, Neamt, Anul 2021, Numar persoane, 32190
45-49 ani, Total, Total, Neamt, Anul 2022, Numar persoane, 34055
45-49 ani, Total, Total, Neamt, Anul 2023, Numar persoane, 34039
45-49 ani, Total, Total, Suceava, Anul 2012, Numar persoane, 33628
45-49 ani, Total, Total, Suceava, Anul 2013, Numar persoane, 38104
45-49 ani, Total, Total, Suceava, Anul 2014, Numar persoane, 42934
45-49 ani, Total, Total, Suceava, Anul 2015, Numar persoane, 46179
45-49 ani, Total, Total, Suceava, Anul 2016, Numar persoane, 49050
45-49 ani, Total, Total, Suceava, Anul 2017, Numar persoane, 51331
45-49 ani, Total, Total, Suceava, Anul 2018, Numar persoane, 49058
45-49 ani, Total, Total, Suceava, Anul 2019, Numar persoane, 46273
45-49 ani, Total, Total, Suceava, Anul 2020, Numar persoane, 45441
45-49 ani, Total, Total, Suceava, Anul 2021, Numar persoane, 44645
45-49 ani, Total, Total, Suceava, Anul 2022, Numar persoane, 46449
45-49 ani, Total, Total, Suceava, Anul 2023, Numar persoane, 46487
45-49 ani, Total, Total, Vaslui, Anul 2012, Numar persoane, 19554
45-49 ani, Total, Total, Vaslui, Anul 2013, Numar persoane, 22418
45-49 ani, Total, Total, Vaslui, Anul 2014, Numar persoane, 25485
45-49 ani, Total, Total, Vaslui, Anul 2015, Numar persoane, 28332
45-49 ani, Total, Total, Vaslui, Anul 2016, Numar persoane, 30755
45-49 ani, Total, Total, Vaslui, Anul 2017, Numar persoane, 32672
45-49 ani, Total, Total, Vaslui, Anul 2018, Numar persoane, 31275
45-49 ani, Total, Total, Vaslui, Anul 2019, Numar persoane, 29651
45-49 ani, Total, Total, Vaslui, Anul 2020, Numar persoane, 28787
45-49 ani, Total, Total, Vaslui, Anul 2021, Numar persoane, 28273
45-49 ani, Total, Total, Vaslui, Anul 2022, Numar persoane, 28418
45-49 ani, Total, Total, Vaslui, Anul 2023, Numar persoane, 28017
45-49 ani, Total, Total, Braila, Anul 2012, Numar persoane, 16078
45-49 ani, Total, Total, Braila, Anul 2013, Numar persoane, 19147
45-49 ani, Total, Total, Braila, Anul 2014, Numar persoane, 22632
45-49 ani, Total, Total, Braila, Anul 2015, Numar persoane, 25001
45-49 ani, Total, Total, Braila, Anul 2016, Numar persoane, 27057
45-49 ani, Total, Total, Braila, Anul 2017, Numar persoane, 28553
45-49 ani, Total, Total, Braila, Anul 2018, Numar persoane, 26127
45-49 ani, Total, Total, Braila, Anul 2019, Numar persoane, 23540
45-49 ani, Total, Total, Braila, Anul 2020, Numar persoane, 23002
45-49 ani, Total, Total, Braila, Anul 2021, Numar persoane, 22962
45-49 ani, Total, Total, Braila, Anul 2022, Numar persoane, 23232
45-49 ani, Total, Total, Braila, Anul 2023, Numar persoane, 23493
45-49 ani, Total, Total, Buzau, Anul 2012, Numar persoane, 22512
45-49 ani, Total, Total, Buzau, Anul 2013, Numar persoane, 26149
45-49 ani, Total, Total, Buzau, Anul 2014, Numar persoane, 30172
45-49 ani, Total, Total, Buzau, Anul 2015, Numar persoane, 33539
45-49 ani, Total, Total, Buzau, Anul 2016, Numar persoane, 36978
45-49 ani, Total, Total, Buzau, Anul 2017, Numar persoane, 39454
45-49 ani, Total, Total, Buzau, Anul 2018, Numar persoane, 37309
45-49 ani, Total, Total, Buzau, Anul 2019, Numar persoane, 34867
45-49 ani, Total, Total, Buzau, Anul 2020, Numar persoane, 33829
45-49 ani, Total, Total, Buzau, Anul 2021, Numar persoane, 32334
45-49 ani, Total, Total, Buzau, Anul 2022, Numar persoane, 31320
45-49 ani, Total, Total, Buzau, Anul 2023, Numar persoane, 30667
45-49 ani, Total, Total, Constanta, Anul 2012, Numar persoane, 36299
45-49 ani, Total, Total, Constanta, Anul 2013, Numar persoane, 42668
45-49 ani, Total, Total, Constanta, Anul 2014, Numar persoane, 48653
45-49 ani, Total, Total, Constanta, Anul 2015, Numar persoane, 53230
45-49 ani, Total, Total, Constanta, Anul 2016, Numar persoane, 57315
45-49 ani, Total, Total, Constanta, Anul 2017, Numar persoane, 60632
45-49 ani, Total, Total, Constanta, Anul 2018, Numar persoane, 55740
45-49 ani, Total, Total, Constanta, Anul 2019, Numar persoane, 51266
45-49 ani, Total, Total, Constanta, Anul 2020, Numar persoane, 50747
45-49 ani, Total, Total, Constanta, Anul 2021, Numar persoane, 50803
45-49 ani, Total, Total, Constanta, Anul 2022, Numar persoane, 49575
45-49 ani, Total, Total, Constanta, Anul 2023, Numar persoane, 50792
45-49 ani, Total, Total, Galati, Anul 2012, Numar persoane, 27162
45-49 ani, Total, Total, Galati, Anul 2013, Numar persoane, 32692
45-49 ani, Total, Total, Galati, Anul 2014, Numar persoane, 37920
45-49 ani, Total, Total, Galati, Anul 2015, Numar persoane, 41678
45-49 ani, Total, Total, Galati, Anul 2016, Numar persoane, 45157
45-49 ani, Total, Total, Galati, Anul 2017, Numar persoane, 47894
45-49 ani, Total, Total, Galati, Anul 2018, Numar persoane, 44410
45-49 ani, Total, Total, Galati, Anul 2019, Numar persoane, 41289
45-49 ani, Total, Total, Galati, Anul 2020, Numar persoane, 40466
45-49 ani, Total, Total, Galati, Anul 2021, Numar persoane, 39702
45-49 ani, Total, Total, Galati, Anul 2022, Numar persoane, 39774
45-49 ani, Total, Total, Galati, Anul 2023, Numar persoane, 40247
45-49 ani, Total, Total, Tulcea, Anul 2012, Numar persoane, 12011
45-49 ani, Total, Total, Tulcea, Anul 2013, Numar persoane, 13336
45-49 ani, Total, Total, Tulcea, Anul 2014, Numar persoane, 14854
45-49 ani, Total, Total, Tulcea, Anul 2015, Numar persoane, 16065
45-49 ani, Total, Total, Tulcea, Anul 2016, Numar persoane, 17180
45-49 ani, Total, Total, Tulcea, Anul 2017, Numar persoane, 18086
45-49 ani, Total, Total, Tulcea, Anul 2018, Numar persoane, 17102
45-49 ani, Total, Total, Tulcea, Anul 2019, Numar persoane, 15852
45-49 ani, Total, Total, Tulcea, Anul 2020, Numar persoane, 15447
45-49 ani, Total, Total, Tulcea, Anul 2021, Numar persoane, 15243
45-49 ani, Total, Total, Tulcea, Anul 2022, Numar persoane, 15382
45-49 ani, Total, Total, Tulcea, Anul 2023, Numar persoane, 15288
45-49 ani, Total, Total, Vrancea, Anul 2012, Numar persoane, 17490
45-49 ani, Total, Total, Vrancea, Anul 2013, Numar persoane, 20156
45-49 ani, Total, Total, Vrancea, Anul 2014, Numar persoane, 22816
45-49 ani, Total, Total, Vrancea, Anul 2015, Numar persoane, 24932
45-49 ani, Total, Total, Vrancea, Anul 2016, Numar persoane, 26521
45-49 ani, Total, Total, Vrancea, Anul 2017, Numar persoane, 27863
45-49 ani, Total, Total, Vrancea, Anul 2018, Numar persoane, 26118
45-49 ani, Total, Total, Vrancea, Anul 2019, Numar persoane, 24324
45-49 ani, Total, Total, Vrancea, Anul 2020, Numar persoane, 23550
45-49 ani, Total, Total, Vrancea, Anul 2021, Numar persoane, 23101
45-49 ani, Total, Total, Vrancea, Anul 2022, Numar persoane, 25432
45-49 ani, Total, Total, Vrancea, Anul 2023, Numar persoane, 25574
45-49 ani, Total, Total, Arges, Anul 2012, Numar persoane, 34082
45-49 ani, Total, Total, Arges, Anul 2013, Numar persoane, 40498
45-49 ani, Total, Total, Arges, Anul 2014, Numar persoane, 46401
45-49 ani, Total, Total, Arges, Anul 2015, Numar persoane, 50659
45-49 ani, Total, Total, Arges, Anul 2016, Numar persoane, 54144
45-49 ani, Total, Total, Arges, Anul 2017, Numar persoane, 57190
45-49 ani, Total, Total, Arges, Anul 2018, Numar persoane, 53227
45-49 ani, Total, Total, Arges, Anul 2019, Numar persoane, 49842
45-49 ani, Total, Total, Arges, Anul 2020, Numar persoane, 48999
45-49 ani, Total, Total, Arges, Anul 2021, Numar persoane, 48286
45-49 ani, Total, Total, Arges, Anul 2022, Numar persoane, 48334
45-49 ani, Total, Total, Arges, Anul 2023, Numar persoane, 48254
45-49 ani, Total, Total, Calarasi, Anul 2012, Numar persoane, 14816
45-49 ani, Total, Total, Calarasi, Anul 2013, Numar persoane, 18091
45-49 ani, Total, Total, Calarasi, Anul 2014, Numar persoane, 21336
45-49 ani, Total, Total, Calarasi, Anul 2015, Numar persoane, 23655
45-49 ani, Total, Total, Calarasi, Anul 2016, Numar persoane, 26034
45-49 ani, Total, Total, Calarasi, Anul 2017, Numar persoane, 27795
45-49 ani, Total, Total, Calarasi, Anul 2018, Numar persoane, 25515
45-49 ani, Total, Total, Calarasi, Anul 2019, Numar persoane, 23162
45-49 ani, Total, Total, Calarasi, Anul 2020, Numar persoane, 22279
45-49 ani, Total, Total, Calarasi, Anul 2021, Numar persoane, 21700
45-49 ani, Total, Total, Calarasi, Anul 2022, Numar persoane, 21669
45-49 ani, Total, Total, Calarasi, Anul 2023, Numar persoane, 21692
45-49 ani, Total, Total, Dambovita, Anul 2012, Numar persoane, 27318
45-49 ani, Total, Total, Dambovita, Anul 2013, Numar persoane, 33074
45-49 ani, Total, Total, Dambovita, Anul 2014, Numar persoane, 37692
45-49 ani, Total, Total, Dambovita, Anul 2015, Numar persoane, 40873
45-49 ani, Total, Total, Dambovita, Anul 2016, Numar persoane, 43428
45-49 ani, Total, Total, Dambovita, Anul 2017, Numar persoane, 45561
45-49 ani, Total, Total, Dambovita, Anul 2018, Numar persoane, 41589
45-49 ani, Total, Total, Dambovita, Anul 2019, Numar persoane, 38595
45-49 ani, Total, Total, Dambovita, Anul 2020, Numar persoane, 38208
45-49 ani, Total, Total, Dambovita, Anul 2021, Numar persoane, 38533
45-49 ani, Total, Total, Dambovita, Anul 2022, Numar persoane, 38269
45-49 ani, Total, Total, Dambovita, Anul 2023, Numar persoane, 38976
45-49 ani, Total, Total, Giurgiu, Anul 2012, Numar persoane, 14137
45-49 ani, Total, Total, Giurgiu, Anul 2013, Numar persoane, 17742
45-49 ani, Total, Total, Giurgiu, Anul 2014, Numar persoane, 20302
45-49 ani, Total, Total, Giurgiu, Anul 2015, Numar persoane, 22024
45-49 ani, Total, Total, Giurgiu, Anul 2016, Numar persoane, 23566
45-49 ani, Total, Total, Giurgiu, Anul 2017, Numar persoane, 24816
45-49 ani, Total, Total, Giurgiu, Anul 2018, Numar persoane, 22400
45-49 ani, Total, Total, Giurgiu, Anul 2019, Numar persoane, 20818
45-49 ani, Total, Total, Giurgiu, Anul 2020, Numar persoane, 20579
45-49 ani, Total, Total, Giurgiu, Anul 2021, Numar persoane, 20370
45-49 ani, Total, Total, Giurgiu, Anul 2022, Numar persoane, 20138
45-49 ani, Total, Total, Giurgiu, Anul 2023, Numar persoane, 20302
45-49 ani, Total, Total, Ialomita, Anul 2012, Numar persoane, 13825
45-49 ani, Total, Total, Ialomita, Anul 2013, Numar persoane, 16411
45-49 ani, Total, Total, Ialomita, Anul 2014, Numar persoane, 19212
45-49 ani, Total, Total, Ialomita, Anul 2015, Numar persoane, 21493
45-49 ani, Total, Total, Ialomita, Anul 2016, Numar persoane, 23359
45-49 ani, Total, Total, Ialomita, Anul 2017, Numar persoane, 25141
45-49 ani, Total, Total, Ialomita, Anul 2018, Numar persoane, 23537
45-49 ani, Total, Total, Ialomita, Anul 2019, Numar persoane, 21642
45-49 ani, Total, Total, Ialomita, Anul 2020, Numar persoane, 20836
45-49 ani, Total, Total, Ialomita, Anul 2021, Numar persoane, 20264
45-49 ani, Total, Total, Ialomita, Anul 2022, Numar persoane, 19629
45-49 ani, Total, Total, Ialomita, Anul 2023, Numar persoane, 19539
45-49 ani, Total, Total, Prahova, Anul 2012, Numar persoane, 40293
45-49 ani, Total, Total, Prahova, Anul 2013, Numar persoane, 49485
45-49 ani, Total, Total, Prahova, Anul 2014, Numar persoane, 58079
45-49 ani, Total, Total, Prahova, Anul 2015, Numar persoane, 64058
45-49 ani, Total, Total, Prahova, Anul 2016, Numar persoane, 69143
45-49 ani, Total, Total, Prahova, Anul 2017, Numar persoane, 73787
45-49 ani, Total, Total, Prahova, Anul 2018, Numar persoane, 67397
45-49 ani, Total, Total, Prahova, Anul 2019, Numar persoane, 61610
45-49 ani, Total, Total, Prahova, Anul 2020, Numar persoane, 59354
45-49 ani, Total, Total, Prahova, Anul 2021, Numar persoane, 57535
45-49 ani, Total, Total, Prahova, Anul 2022, Numar persoane, 55514
45-49 ani, Total, Total, Prahova, Anul 2023, Numar persoane, 55053
45-49 ani, Total, Total, Teleorman, Anul 2012, Numar persoane, 19336
45-49 ani, Total, Total, Teleorman, Anul 2013, Numar persoane, 22800
45-49 ani, Total, Total, Teleorman, Anul 2014, Numar persoane, 26082
45-49 ani, Total, Total, Teleorman, Anul 2015, Numar persoane, 28044
45-49 ani, Total, Total, Teleorman, Anul 2016, Numar persoane, 29675
45-49 ani, Total, Total, Teleorman, Anul 2017, Numar persoane, 30894
45-49 ani, Total, Total, Teleorman, Anul 2018, Numar persoane, 28442
45-49 ani, Total, Total, Teleorman, Anul 2019, Numar persoane, 25979
45-49 ani, Total, Total, Teleorman, Anul 2020, Numar persoane, 25471
45-49 ani, Total, Total, Teleorman, Anul 2021, Numar persoane, 24966
45-49 ani, Total, Total, Teleorman, Anul 2022, Numar persoane, 25211
45-49 ani, Total, Total, Teleorman, Anul 2023, Numar persoane, 25036
45-49 ani, Total, Total, Ilfov, Anul 2012, Numar persoane, 18640
45-49 ani, Total, Total, Ilfov, Anul 2013, Numar persoane, 24734
45-49 ani, Total, Total, Ilfov, Anul 2014, Numar persoane, 30544
45-49 ani, Total, Total, Ilfov, Anul 2015, Numar persoane, 34999
45-49 ani, Total, Total, Ilfov, Anul 2016, Numar persoane, 38993
45-49 ani, Total, Total, Ilfov, Anul 2017, Numar persoane, 42906
45-49 ani, Total, Total, Ilfov, Anul 2018, Numar persoane, 40931
45-49 ani, Total, Total, Ilfov, Anul 2019, Numar persoane, 38549
45-49 ani, Total, Total, Ilfov, Anul 2020, Numar persoane, 39215
45-49 ani, Total, Total, Ilfov, Anul 2021, Numar persoane, 41784
45-49 ani, Total, Total, Ilfov, Anul 2022, Numar persoane, 44700
45-49 ani, Total, Total, Ilfov, Anul 2023, Numar persoane, 49118
45-49 ani, Total, Total, Municipiul Bucuresti, Anul 2012, Numar persoane, 94108
45-49 ani, Total, Total, Municipiul Bucuresti, Anul 2013, Numar persoane, 115642
45-49 ani, Total, Total, Municipiul Bucuresti, Anul 2014, Numar persoane, 134195
45-49 ani, Total, Total, Municipiul Bucuresti, Anul 2015, Numar persoane, 145860
45-49 ani, Total, Total, Municipiul Bucuresti, Anul 2016, Numar persoane, 154647
45-49 ani, Total, Total, Municipiul Bucuresti, Anul 2017, Numar persoane, 160234
45-49 ani, Total, Total, Municipiul Bucuresti, Anul 2018, Numar persoane, 141771
45-49 ani, Total, Total, Municipiul Bucuresti, Anul 2019, Numar persoane, 126903
